x,y
0.0000000000,1.7962429469
0.0010001000,0.9064096704
0.0020002000,2.4658951503
0.0030003000,1.9032585956
0.0040004000,2.2153183572
0.0050005001,2.7246634913
0.0060006001,3.3204856349
0.0070007001,1.3649895707
0.0080008001,1.6647842122
0.0090009001,1.1273775582
0.0100010001,1.8889907724
0.0110011001,0.7725981008
0.0120012001,0.7519411741
0.0130013001,1.0821475478
0.0140014001,1.1427705827
0.0150015002,3.1411446041
0.0160016002,3.1217481012
0.0170017002,0.9581839879
0.0180018002,1.6978249939
0.0190019002,0.8358258754
0.0200020002,1.4929298594
0.0210021002,2.8009401831
0.0220022002,2.5810699906
0.0230023002,0.4769196825
0.0240024002,1.4905114894
0.0250025003,2.4341151078
0.0260026003,2.4110657755
0.0270027003,2.4798291283
0.0280028003,1.9563601000
0.0290029003,3.2118683353
0.0300030003,1.8531575265
0.0310031003,1.7548934851
0.0320032003,1.2873322862
0.0330033003,2.7152104178
0.0340034003,2.4987531311
0.0350035004,1.7718337606
0.0360036004,3.7632816845
0.0370037004,3.0966655305
0.0380038004,3.7970485974
0.0390039004,2.2377185278
0.0400040004,1.1262390529
0.0410041004,1.9976521448
0.0420042004,2.0014321001
0.0430043004,1.9243357922
0.0440044004,1.0747890457
0.0450045005,1.0315307106
0.0460046005,3.2468275631
0.0470047005,1.7147681303
0.0480048005,1.3830423908
0.0490049005,3.7293404796
0.0500050005,1.1112244598
0.0510051005,2.5285784759
0.0520052005,1.0777650749
0.0530053005,1.2991827379
0.0540054005,3.1936621376
0.0550055006,2.0760484148
0.0560056006,2.8740976250
0.0570057006,2.6343744753
0.0580058006,0.4471319692
0.0590059006,4.8734659603
0.0600060006,2.7295337470
0.0610061006,1.8337717572
0.0620062006,0.9296701856
0.0630063006,2.2709625642
0.0640064006,1.5621925320
0.0650065007,1.4771282658
0.0660066007,3.0637609864
0.0670067007,3.6865511991
0.0680068007,0.6681117284
0.0690069007,2.0391721574
0.0700070007,3.0301870872
0.0710071007,1.1490008757
0.0720072007,2.0683539284
0.0730073007,2.4392972119
0.0740074007,2.2323717635
0.0750075008,2.8301146469
0.0760076008,3.1410307551
0.0770077008,4.4268629171
0.0780078008,1.8969421504
0.0790079008,1.3901678598
0.0800080008,1.8024620531
0.0810081008,2.9029633450
0.0820082008,3.7025145233
0.0830083008,1.3704117052
0.0840084008,2.7582778129
0.0850085009,0.8231942692
0.0860086009,0.5075437463
0.0870087009,4.7895946524
0.0880088009,1.0550623529
0.0890089009,1.6157096672
0.0900090009,0.9163390389
